id_projeto,nome,descricao,tipo_projeto,uf,situacao,data_de_inicio_prevista,data_de_fim_prevista,fontes_de_recurso,objetivo_do_projeto,funcao_social
2617.53-02,CENTRO DE FORMAÇÃO TECNOLOGICA - CFT - CAMPUS ESTRUTURAL,"construção um galpão com pé direito alto, que comporte máquinas e equipamentos específicos de cada área de formação que o Campus Estrutural atenda. Tal galpão conta com banheiros, salas de aulas e espaço para laboratórios que serão integrados. A principal área de formação a ser atendida pelos laboratórios do CFT é a de manutenção automotiva, onde deverão ser instaladas redes de ar comprimido e exaustão para garantir, condições de uso do que seria uma oficina mecânica. O Campus Estrutural atua nos eixos de meio ambiente, reciclagem, manutenção automotiva, matemática e linguagens e programação de jogos digitais. O galpão do CFT atenderia principalmente as áreas de meio ambiente e manutenção automotiva e deverá ser executado respeitando todas as necessidades e demandas de tias cursos.",Educação,DF,Cadastrada,2020-12-01,2021-10-27,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1862560.0}","aumentar a oferta de cursos técnicos/tecnológicos e de curta duração, e para isso, necessita aumentar sua área para laboratórios e salas de aulas integradas a esses laboratórios.",atender a comunidade acadêmica do Campus Estrutural principalmente nos eixos de manutenção automotiva e reciclagem. 
4544.53-36,202111-22-Ronald 1,2021122-Ronald - Descrição do Projeto,Desenvolvimento,DF,Cadastrada,2021-12-10,2021-12-10,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 30000005.0}",20211122-Ronald - Descrição Meta Global,2021122-Ronald - Descrição Funç]ap Social
5826.53-51,"RDC 425/2021-00 - ELABORAÇÃO E ATUALIZAÇÃO DE ESTUDOS DE VIABILIDADE TÉCNICA, ECONÔMICA E AMBIENTAL – EVTEA","CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS TÉCNICOS PARA ELABORAÇÃO E ATUALIZAÇÃO DE ESTUDOS DE VIABILIDADE TÉCNICA, ECONÔMICA E AMBIENTAL – EVTEA.",Rodovia,DF,Cadastrada,2022-03-23,2026-09-23,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 40581393.53}",Projetos Básicos e Executivos de Engenharia,Ampliação da capacidade de trafego visando a melhoria da segurança do usuário.
2199.53-07,"Modernização, com substituição, dos 9(nove) elevadores existentes no Bloco “U” da Esplanada dos Ministérios, em Brasília/DF, sedes do Ministério de Minas e Energia, e do Ministério do Turismo.","Modernização, com substituição, dos 9(nove) elevadores existentes no Bloco “U” da Esplanada dos Ministérios, em Brasília/DF, sedes do Ministério de Minas e Energia, e do Ministério do Turismo, contemplando, dente outras as seguintes melhorias tecnológicas: implementação de sistemas de antecipação de chamadas e sistema regenerativo de energia.",Administrativo,DF,Cadastrada,2021-03-25,2022-09-25,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 5918000.0}","Modernização, com substituição, dos 9(nove) elevadores existentes no Bloco “U” da Esplanada dos Ministérios, em Brasília/DF, sedes do Ministério de Minas e Energia, e do Ministério do Turismo, contemplando, dente outras as seguintes melhorias tecnológicas: implementação de sistemas de antecipação de chamadas e sistema regenerativo de energia.","Melhorar o transporte vertical de servidores, autoridades e visitantes ao Bloco ""U"" da Esplanada dos Ministérios, Brasília/DF, por meio de 9(nove) elevadores, com mais segurança, conforto e eficiência.  

"
2355.53-23,Modernização dos elevadores do complexo predial ANEEL/ANP,"Desmontagem e retirada dos atuais elevadores do complexo ANEEL/ANP, bem como o fornecimento (aquisição) e instalação de 09 (nove) elevadores, conforme especificações do Edital do PREGÃO ELETRÔNICO nº 27/2019 e seus Anexos.",Administrativo,DF,Cadastrada,2019-12-27,2021-12-26,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 2356316.65}","Modernização dos elevadores do complexo predial ANEEL/ANP, com equipamentos modernos, mais econômicos e confortáveis e que atendem integralmente às normas de segurança e de acessibilidade, de forma a garantir o bom funcionamento do edifício Sede.","Modernização dos elevadores para garantir o bom funcionamento do edifício sede da ANEEL e ANP-DF, conforme normas de acessibilidade."
2685.53-95,CENTRO DE FORMAÇÃO TECNOLOGICA - CFT - CAMPUS PLANALTINA,construção do CFT que será composto por uma galpão que comporte todo o maquinário agrícola e uma edificação térrea destinada a salas de aulas e demais atividades acadêmicas. ,Educação,DF,Cadastrada,2020-12-01,2021-11-11,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1859000.0}","aumentar a oferta de cursos técnicos/tecnológicos e de curta duração, e para isso, necessita aumentar sua área para laboratórios e salas de aulas integradas a esses laboratórios.","atender a comunidade acadêmica do Campus Planaltina principalmente nos eixos de agropecuária, ciências biológicas e agroecologia. "
3189.53-29,Projeto para recuperação da estabilidade das lagoas de águas pluviais do Campus Estrutural,projeto para recuperar a estabilidade de duas lagoas de contenção de águas pluviais do campus Estrutural do Instituto Federal de Brasília. As duas lagoas servem para escoar toda a agua das chuvas que são captadas pela rede de drenagem do Campus Estrutural. ,Educação,DF,Cadastrada,2021-08-04,2021-12-31,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 25000.0}","aumentar a oferta de cursos técnicos/tecnológicos e de curta duração, e para isso, necessita revitalizar os espaços e infraestrutura.",atender a comunidade acadêmica do Campus Estrutural com a revitalização das duas lagoas de contenção de águas pluviais. 
5954.53-20,"Contratação de empresa especializada em desenvolver projetos estruturais e execução de sondagem de solo do estande de tiros do Comando de Operações Táticas - COT da Polícia Federal, localizado setor p","Contratação de empresa especializada em desenvolver projetos estruturais e execução de sondagem de solo do estande de tiros do Comando de Operações Táticas - COT da Polícia Federal, localizado setor policial Militar sul, Brasília/DF",Segurança Pública,DF,Cadastrada,2022-04-25,2022-07-29,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 12500.0}","Contratação de empresa especializada em desenvolver projetos estruturais e execução de sondagem de solo do estande de tiros do Comando de Operações Táticas - COT da Polícia Federal, localizado setor policial Militar sul, Brasília/DF",Segurança Pública
5956.53-55,IMPERMEABILIZAÇÃO DA COBERTURA DO AMBULATÓRIO II DO HUB,"Contratação semi-integrada de empresa de arquitetura e engenharia para elaboração do projeto executivo de impermeabilização e execução de obra de impermeabilização, com fornecimento de mão de obra, ferramentas, equipamentos, instrumentos e materiais​, para sanar infiltrações existentes na Cobertura do Ambulatório II do Hospital Universitário de Brasília – HUB",Saúde,DF,Cadastrada,2022-01-11,2022-08-09,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 605400.0}","O objeto compreende eliminar as infiltrações no Ambulatório II, que são frequentes e causam danos às instalações das edificações, pois a água infiltrada nas superfícies e estruturas afeta o concreto, sua armadura (“ferragem”), as alvenarias e os revestimentos, comprometendo a segurança da edificação. Como benefício resultante desta contratação espera-se promover o prolongamento da vida útil dessa edificação. Como resultado maior, espera-se a melhoria da condição de operação e funcionalidade desse área em conformidade com a legislação, além de trazer maior confiabilidade e segurança para os seus usuários.","As atividades desenvolvidas no local são ambulatoriais e promovidas pelo SUS, atendendo pacientes de baixo poder aquisitivo. Além disso, por estar em um hospital universitário, o Ambulatório II passa a ser um centro de formação de recursos humanos e de desenvolvimento de tecnologia para a área de saúde."
6303.53-08,"Fomento a aquicultura, a pesca artesanal e o processo de beneficiamento por meio da construção de infraestrutura produtiva, no Distrito Federal",Promover o desenvolvimento das competências interpessoais visando a implantação de novos negócios e projetos.,"Indústria, Serviços e Comércio Exterior",DF,Cadastrada,2021-01-04,2023-12-29,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Promover o desenvolvimento das competências interpessoais visando a implantação de novos negócios e projetos.,"Promover o desenvolvimento regional por meio de ações de investimentos que permitam a implantação de novos negócios e projetos com foco no aumento da produção, produtividade, melhoria da qualidade dos produtos e a sua comercialização, fortalecendo a capacidade produtiva e proporcionando a dinamização das economias locais com a geração de novos postos de trabalho de qualidade e aumento da renda do trabalhador."
7771.53-07,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE ESTACIONAMENTO EM PAVIMENTO INTERTRAVADO, DRENAGEM E OBRAS EXTERNAS.","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE ESTACIONAMENTO EM PAVIMENTO INTERTRAVADO, DRENAGEM E OBRAS EXTERNAS.",Segurança Pública,DF,Cadastrada,2022-10-10,2023-01-10,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1282580.7}","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE ESTACIONAMENTO EM PAVIMENTO INTERTRAVADO, DRENAGEM E OBRAS EXTERNAS.",Segurança Pública
7776.53-13,EXECUÇÃO DE OBRA DE REPAROS PONTUAIS E READEQUAÇÃO DAS INSTALAÇÕES FÍSICAS DA SUPERINTENDÊNCIA REGIONAL DE POLÍCIA FEDERAL NO DISTRITO FEDERAL,EXECUÇÃO DE OBRA DE REPAROS PONTUAIS E READEQUAÇÃO DAS INSTALAÇÕES FÍSICAS DA SUPERINTENDÊNCIA REGIONAL DE POLÍCIA FEDERAL NO DISTRITO FEDERAL,Segurança Pública,DF,Cadastrada,2022-10-31,2023-01-31,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 919915.73}",EXECUÇÃO DE OBRA DE REPAROS PONTUAIS E READEQUAÇÃO DAS INSTALAÇÕES FÍSICAS DA SUPERINTENDÊNCIA REGIONAL DE POLÍCIA FEDERAL NO DISTRITO FEDERAL,Segurança Pública
4466.53-28,Obra de Desenvolvimento de Teste da Websis - Fabrica de Software - MDR,Projeto de desenvolvimento do MDR para integrar com api do CIPI.,Desenvolvimento,DF,Cadastrada,2021-08-13,2021-08-18,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 300000.0}",Possibilitar subir um arquivo com varias obras a serem cadastradas e obter o id CIPI,Habitar o envio de empreendimentos pelo MDR para o CIPI em lote.
12231.53-94,"Construção e Equipagem da Casa da Mulher Brasileira, tipo III, Sol Nascente","Construção da Casa da Mulher Brasileira, tipo III, na Região Administrativa de Sol Nascente-DF.",Assistência Social,DF,Concluída,2020-12-08,2025-07-30,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 2203234.96}","Construção da Casa da Mulher Brasileira, tipo III, na Região Administrativa de Sol Nascente-DF.","Mulheres em situação de violência doméstica, da RA do Sol Nascente. A cidade de Sol Nascente do DF, com uma população de 91.066 pessoas (CODEPLAN), está inserida entre às dez RA's de maior incidência e representam 64%
das ocorrências registradas no primeiro trimestre de 2020 (dados da SSP-DF). A evolução da rede de atendimento à mulher em situação de violência só pode ser entendida no âmbito de um esforço conjugado de órgãos federais, estaduais e municipais.. A Secretaria da Mulher do DF, nas suas diretrizes gerais visa garantir a ampliação e implementação dos serviços da rede de atendimento às mulheres em situação de violência. A construção da unidade da Casa da Mulher Brasileira no Sol Nascente, será o primeiro equipamento de atendimento à Mulher em situação de violência e funcionará como porta de entrada para outros serviços da rede, com o propósito de atuarem de forma articulada e integrada.. Acolher, proteger e acompanhar as mulheres em situação de violência doméstica  familiar, por meio, da integração dos diversos órgãos da rede de enfrentamento à violência, evitando a revitimização, bem como, a rota crítica."
8513.53-14,AET ,Execução dos serviços de apoio técnico à verificação de peso e dimensões em veículos superdimensionados (Grupo 03).,Rodovia,DF,Cadastrada,2019-04-02,2023-09-29,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 7537303.03}","Promover a verificação de peso e dimensões de veículos superdimensionados que tenham recebido concessão, com vistas a verificar a carga, as dimensões da carga, verificar o tipo de veículo utilizado para o transporte, bem como todos os condicionantes da legislação aplicável utilizada para a concessão da AET.","Promover a verificação de peso e dimensões de veículos superdimensionados que tenham recebido concessão, com vistas a verificar a carga, as dimensões da carga, verificar o tipo de veículo utilizado para o transporte, bem como todos os condicionantes da legislação aplicável utilizada para a concessão da AET."
